page,block,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
3,18,"towers.",12.00,7.38,39.61,7,108.00,513.90,147.61,521.28,false,false
3,19,"• Arles: Visit the Roman amphitheater and ancient theater.",11.93,7.39,305.47,58,90.00,539.16,395.47,546.55,false,false
3,20,"• Orange: Explore the well-preserved Roman theater and triumphal arch.",11.94,7.39,378.50,70,90.00,564.36,468.50,571.75,false,false
3,21,"• Aigues-Mortes: Discover the medieval walled town and its salt marshes.",11.95,7.39,383.17,72,90.00,589.56,473.17,596.95,false,false
3,22,"• Grasse: Visit the perfume factories and learn about the history of fragrance",11.95,7.39,394.15,78,90.00,614.82,484.15,622.21,false,false
3,23,"production.",12.00,7.38,60.73,11,108.00,631.92,168.73,639.30,false,false
3,24,"",12.00,8.59,3.34,0,72.00,657.12,75.34,665.71,true,false
3,25,"",12.00,7.39,2.74,0,216.00,657.12,218.74,664.51,true,false
4,0,"Outdoor Activities",12.00,7.39,97.90,18,72.00,83.88,169.90,91.27,true,false
4,1,"The diverse landscapes of the South of France oﬀer plenty of opportunities for outdoor adventures:",12.00,24.48,435.79,98,72.00,108.90,507.79,133.38,false,false
4,2,"Hiking and Biking",12.00,7.39,94.12,17,72.00,151.20,166.12,158.59,true,false
4,3,"• Verdon Gorge: Known as the 'Grand Canyon of Europe' oﬀering spectacular hiking",11.95,7.39,439.27,80,90.00,176.34,529.27,183.73,false,false
4,4,"trails.",12.00,7.38,29.53,7,108.00,193.44,137.53,200.82,false,false
4,5,"• Luberon Regional Park: Explore picturesque villages and rolling hills famous for",11.95,7.39,424.51,82,90.00,218.64,514.51,226.03,false,false
4,6,"lavender fields and vineyards.",12.00,7.38,150.73,30,108.00,235.74,258.73,243.12,false,false
4,7,"• Pyrenees National Park: Enjoy challenging hikes and stunning mountain scenery.",11.95,7.39,428.05,80,90.00,260.94,518.05,268.33,false,false
4,8,"• Mercantour National Park: Discover diverse wildlife and beautiful alpine landscapes.",11.95,7.39,446.47,86,90.00,286.20,536.47,293.59,false,false
4,9,"• Camargue: Explore the unique wetlands on horseback or by bike.",11.94,7.39,349.27,64,90.00,311.40,439.27,318.79,false,false
4,10,"• Mont Ventoux: Challenge yourself with a hike or bike ride up this iconic mountain.",11.95,7.39,432.85,84,90.00,336.60,522.85,343.99,false,false
4,11,"• Gorges du Tarn: Hike through dramatic gorges and enjoy breathtaking views.",11.95,7.39,407.05,76,90.00,361.86,497.05,369.25,false,false
4,12,"Water Activities",12.00,7.39,84.40,16,72.00,387.06,156.40,394.45,true,false
4,13,"• Ardèche River: Paddle through the stunning Ardèche Gorge.",11.93,7.39,323.53,59,90.00,412.20,413.53,419.59,false,false
4,14,"• Dordogne River: Enjoy a leisurely canoe trip passing by medieval castles and",11.95,7.39,407.66,78,90.00,437.40,497.66,444.79,false,false
4,15,"charming villages.",12.00,7.38,92.53,18,108.00,454.50,200.53,461.88,false,false
4,16,"• Ubaye River: Experience white-water rafting for an adrenaline rush.",11.94,7.39,358.45,69,90.00,479.70,448.45,487.09,false,false
4,17,"• Gorges du Verdon: Rent a kayak or paddleboat to explore the turquoise waters.",11.95,7.39,420.25,79,90.00,504.96,510.25,512.35,false,false
4,18,"• Lake Sainte-Croix: Enjoy swimming sailing and windsurfing on this beautiful lake.",11.95,7.39,435.86,83,90.00,530.16,525.86,537.55,false,false
4,19,"• Lake Serre-Ponçon: Try water skiing or wakeboarding on one of the largest artificial",11.95,7.39,440.89,86,90.00,555.36,530.89,562.75,false,false
4,20,"lakes in Europe.",12.00,7.38,81.37,16,108.00,572.46,189.37,579.84,false,false
4,21,"• Cévennes National Park: Go canyoning in the rugged terrain of this beautiful park.",11.95,7.39,433.93,84,90.00,597.72,523.93,605.11,false,false
4,22,"",12.00,8.59,3.34,0,72.00,622.92,75.34,631.51,true,false
4,23,"",12.00,7.39,2.74,0,216.00,622.92,218.74,630.31,true,false
5,0,"Culinary Delights",12.00,7.39,91.84,17,72.00,83.88,163.84,91.27,true,false
5,1,"The South of France is a food lover's paradise. Here are some activities to indulge in the region's culinary delights:",12.00,24.48,437.89,118,72.00,108.90,509.89,133.38,false,false
5,2,"Wine Tasting",12.00,7.39,69.04,12,72.00,151.20,141.04,158.59,true,false
5,3,"• Provence: Explore vineyards known for their rosé wines.",11.93,7.39,303.37,57,90.00,176.34,393.37,183.73,false,false
5,4,"• Languedoc: Discover diverse wines including reds whites and sparkling wines.",11.95,7.39,419.35,78,90.00,201.54,509.35,208.93,false,false
5,5,"• Châteauneuf-du-Pape: Visit this famous wine region near Avignon.",11.94,7.39,356.83,66,90.00,226.74,446.83,234.13,false,false
5,6,"• Bandol: Taste the robust red wines and refreshing rosés of this coastal region.",11.95,7.39,407.41,81,90.00,252.00,497.41,259.39,false,false
5,7,"• Côtes du Rhône: Explore the vineyards along the Rhône River.",11.94,7.39,333.37,62,90.00,277.20,423.37,284.59,false,false
5,8,"• Gaillac: Discover the unique wines of this lesser-known region.",11.94,7.39,335.23,65,90.00,302.40,425.23,309.79,false,false
5,9,"• Bordeaux: Take a day trip to the world-renowned wine region and visit its prestigious",11.95,7.39,447.07,87,90.00,327.66,537.07,335.05,false,false
5,10,"châteaux.",12.00,7.38,51.01,9,108.00,344.76,159.01,352.14,false,false
5,11,"Cooking Classes",12.00,7.39,86.80,15,72.00,369.96,158.80,377.35,true,false
5,12,"• Provence: Learn to prepare traditional dishes like ratatouille and bouillabaisse.",11.95,7.39,414.31,83,90.00,395.10,504.31,402.49,false,false
5,13,"• Périgord: Join a truﬄe hunting tour followed by a cooking class.",11.94,7.39,340.27,66,90.00,420.30,430.27,427.69,false,false
5,14,"• Nice: Take a class to master Niçoise cuisine including dishes like salade niçoise and",11.96,7.39,435.50,87,90.00,445.56,525.50,452.95,false,false
5,15,"socca.",12.00,7.38,33.13,6,108.00,462.66,141.13,470.04,false,false
5,16,"• Toulouse: Learn to cook regional specialties such as cassoulet.",11.94,7.39,332.83,65,90.00,487.86,422.83,495.25,false,false
5,17,"• Marseille: Participate in a seafood cooking class to make dishes like bouillabaisse.",11.95,7.39,430.27,86,90.00,513.06,520.27,520.45,false,false
5,18,"• Lyon: Discover the secrets of Lyonnaise cuisine with a hands-on cooking class.",11.95,7.39,411.43,80,90.00,538.32,501.43,545.71,false,false
5,19,"• Sarlat: Join a foie gras workshop and learn to prepare this delicacy.",11.94,7.39,354.97,71,90.00,563.52,444.97,570.91,false,false
5,20,"",12.00,8.59,3.34,0,72.00,588.72,75.34,597.31,true,false
5,21,"",12.00,7.39,2.74,0,216.00,588.72,218.74,596.11,true,false
6,0,"Festivals and Events",12.00,7.39,106.90,20,72.00,83.88,178.90,91.27,true,false
6,1,"The South of France hosts a variety of festivals and events throughout the year. Here are some not-to-miss celebrations:",12.00,24.48,440.71,120,72.00,108.90,512.71,133.38,false,false
6,2,"• Cannes: Attend the prestigious Cannes Film Festival in May.",11.93,7.39,318.80,61,90.00,151.20,408.80,158.59,false,false
6,3,"• Nice: Experience the vibrant Nice Carnival in February.",11.93,7.39,292.99,57,90.00,176.40,382.99,183.79,false,false
6,4,"• Avignon: Enjoy the Avignon Festival in July featuring theater dance and music",11.95,7.39,415.27,79,90.00,201.66,505.27,209.05,false,false
6,5,"performances.",12.00,7.38,75.07,13,108.00,218.76,183.07,226.14,false,false
6,6,"• Arles: Celebrate the Feria d'Arles a traditional bullfighting festival held in April and",11.96,7.39,434.47,90,90.00,243.96,524.47,251.35,false,false
6,7,"September.",12.00,7.38,60.01,10,108.00,261.06,168.01,268.44,false,false
6,8,"• Menton: Visit the Lemon Festival in February featuring elaborate citrus-themed floats",11.95,7.39,450.13,87,90.00,286.26,540.13,293.65,false,false
6,9,"and sculptures.",12.00,7.38,78.01,15,108.00,303.36,186.01,310.74,false,false
6,10,"• Grasse: Attend the Rose Festival in May celebrating the town's famous flower.",11.95,7.39,411.31,79,90.00,328.62,501.31,336.01,false,false
6,11,"• Marseille: Experience the Fête de la Musique in June with free concerts and",11.95,7.39,401.35,77,90.00,353.82,491.35,361.21,false,false
6,12,"performances throughout the city.",12.00,7.38,173.65,33,108.00,370.92,281.65,378.30,false,false
6,13,"",12.00,8.59,3.34,0,72.00,396.12,75.34,404.71,true,false
6,14,"",12.00,7.39,2.74,0,216.00,396.12,218.74,403.51,true,false
7,0,"Relaxation and Wellness",12.00,7.39,129.52,23,72.00,83.88,201.52,91.27,true,false
7,1,"For those seeking relaxation and rejuvenation the South of France oﬀers plenty of options:",12.00,7.38,456.01,90,72.00,108.90,528.01,116.28,false,false
7,2,"Spa and Wellness Retreats",12.00,7.39,138.82,25,72.00,134.10,210.82,141.49,true,false
7,3,"• Aix-en-Provence: Visit Thermes Sextius for thermal baths and massages.",11.94,7.39,384.49,72,90.00,159.24,474.49,166.63,false,false
7,4,"• Bordeaux: Enjoy vinotherapy treatments at Les Sources de Caudalie.",11.94,7.39,363.43,68,90.00,184.44,453.43,191.83,false,false
7,5,"• Vichy: Experience hydrotherapy and mud baths at Spa Vichy Célestins.",11.94,7.39,373.22,70,90.00,209.64,463.22,217.03,false,false
7,6,"• Evian-les-Bains: Relax at the Evian Resort known for its mineral-rich waters.",11.95,7.39,404.77,79,90.00,234.90,494.77,242.29,false,false
7,7,"• Saint-Raphaël: Visit the Thalasso Spa for seawater treatments and relaxation.",11.95,7.39,407.17,79,90.00,260.10,497.17,267.49,false,false
7,8,"• Biarritz: Enjoy the luxurious spas and wellness centers in this coastal town.",11.95,7.39,393.73,79,90.00,285.30,483.73,292.69,false,false
7,9,"• Cannes: Indulge in a pampering session at one of the many high-end spas.",11.95,7.39,391.63,74,90.00,310.56,481.63,317.95,false,false
7,10,"Yoga and Meditation Retreats",12.00,7.39,156.64,28,72.00,335.76,228.64,343.15,true,false
7,11,"• Provence: Join a yoga retreat in the serene countryside.",11.93,7.39,298.69,58,90.00,360.90,388.69,368.29,false,false
7,12,"• Pyrenees: Escape to the mountains for a meditation retreat.",11.94,7.39,320.53,61,90.00,386.10,410.53,393.49,false,false
7,13,"• Côte d'Azur: Combine relaxation with luxury at a wellness retreat.",11.94,7.39,350.65,68,90.00,411.36,440.65,418.75,false,false
7,14,"• Luberon: Participate in a holistic retreat with yoga meditation and organic meals.",11.95,7.39,430.88,84,90.00,436.56,520.88,443.95,false,false
7,15,"• Camargue: Enjoy a retreat focused on mindfulness and nature immersion.",11.95,7.39,390.31,72,90.00,461.76,480.31,469.15,false,false
7,16,"• Saint-Tropez: Find tranquility at a yoga retreat overlooking the Mediterranean.",11.95,7.39,413.89,81,90.00,487.02,503.89,494.41,false,false
7,17,"• Corsica: Experience a yoga and wellness retreat on this beautiful island.",11.95,7.39,378.07,75,90.00,512.22,468.07,519.61,false,false
7,18,"",12.00,8.59,3.34,0,72.00,537.42,75.34,546.01,true,false
7,19,"",12.00,7.39,2.74,0,216.00,537.42,218.74,544.81,true,false
8,0,"Shopping and Markets",12.00,7.39,119.44,20,72.00,83.88,191.44,91.27,true,false
8,1,"The South of France is a shopper's paradise with a variety of markets boutiques and artisan shops:",12.00,24.48,464.18,98,72.00,108.90,536.18,133.38,false,false
8,2,"Local Markets",12.00,7.39,75.82,13,72.00,151.20,147.82,158.59,true,false
8,3,"• Nice: Explore the vibrant Cours Saleya Market.",11.92,7.39,253.87,48,90.00,176.34,343.87,183.73,false,false
8,4,"• Cannes: Visit Marché Forville for fresh seafood and local produce.",11.94,7.39,349.33,68,90.00,201.54,439.33,208.93,false,false
8,5,"• Avignon: Discover local products at Marché des Halles.",11.93,7.39,296.53,56,90.00,226.74,386.53,234.13,false,false
8,6,"• Aix-en-Provence: Browse the stalls at the daily market on Place Richelme.",11.95,7.39,392.89,75,90.00,252.00,482.89,259.39,false,false
8,7,"• Saint-Rémy-de-Provence: Enjoy the lively Wednesday market with local specialties.",11.95,7.39,441.91,83,90.00,277.20,531.91,284.59,false,false
8,8,"• Uzès: Visit the Saturday market for fresh produce and artisanal goods.",11.95,7.39,369.61,72,90.00,302.40,459.61,309.79,false,false
8,9,"• Sarlat: Explore the bustling market in the heart of the medieval town.",11.95,7.39,367.87,72,90.00,327.66,457.87,335.05,false,false
8,10,"Boutique Shopping",12.00,7.39,102.34,17,72.00,352.86,174.34,360.25,true,false
8,11,"• Cannes: Shop along the famous Rue d'Antibes lined with high-end boutiques",11.95,7.38,410.29,75,90.00,377.88,500.29,385.26,false,false
8,12,"designer stores and luxury brands.",12.00,7.38,176.59,34,108.00,394.98,284.59,402.36,false,false
8,13,"• Aix-en-Provence: Browse shops and cafes on Cours Mirabeau an elegant boulevard",11.95,7.38,439.64,80,90.00,420.06,529.64,427.44,false,false
8,14,"with a variety of stores.",12.00,7.38,118.15,25,108.00,437.16,226.15,444.54,false,false
8,15,"• Nice: Find charming boutiques in the old town oﬀering handmade soaps ceramics",11.95,7.38,437.18,79,90.00,462.24,527.18,469.62,false,false
8,16,"and local crafts.",12.00,7.38,80.77,17,108.00,479.34,188.77,486.72,false,false
8,17,"• Saint-Tropez: Explore the chic boutiques and designer stores in this glamorous town.",11.95,7.38,443.05,86,90.00,504.48,533.05,511.86,false,false
8,18,"• Marseille: Visit the trendy shops in the Le Panier district known for its artisan goods",11.96,7.38,439.51,89,90.00,529.56,529.51,536.94,false,false
8,19,"and unique finds.",12.00,7.38,88.57,17,108.00,546.66,196.57,554.04,false,false
8,20,"• Montpellier: Discover the boutiques in the historic Écusson district oﬀering fashion",11.96,7.38,437.59,86,90.00,571.74,527.59,579.12,false,false
8,21,"jewelry and art.",12.00,7.38,83.35,16,108.00,588.84,191.35,596.22,false,false
8,22,"• Toulouse: Shop in the vibrant Capitole area home to a mix of high-end and",11.95,7.38,396.43,75,90.00,613.92,486.43,621.30,false,false
8,23,"independent stores.",12.00,7.38,101.77,19,108.00,631.02,209.77,638.40,false,false
8,24,"",12.00,8.59,3.34,0,72.00,656.28,75.34,664.87,true,false
8,25,"",12.00,7.39,2.74,0,216.00,656.28,218.74,663.67,true,false
9,0,"Family-Friendly Activities",12.00,7.39,135.34,26,72.00,83.88,207.34,91.27,true,false
9,1,"The South of France oﬀers a variety of activities that are perfect for families with children:",12.00,7.38,447.74,94,72.00,108.90,519.74,116.28,false,false
9,2,"Theme Parks and Attractions",12.00,7.39,152.14,27,72.00,134.10,224.14,141.49,true,false
9,3,"• Antibes: Visit Marineland for marine shows and an aquarium.",11.94,7.38,326.36,61,90.00,159.12,416.36,166.50,false,false
9,4,"• Fréjus: Cool oﬀ at Aqualand water park.",11.90,7.38,219.13,41,90.00,184.20,309.13,191.58,false,false
9,5,"• Villeneuve-Loubet: Enjoy quirky attractions at Le Village des Fous.",11.94,7.38,351.19,69,90.00,209.28,441.19,216.66,false,false
9,6,"• Monteux: Spend a day at Parc Spirou a theme park based on the famous comic book",11.95,7.38,446.48,81,90.00,234.42,536.48,241.80,false,false
9,7,"character.",12.00,7.38,51.61,10,108.00,251.52,159.61,258.90,false,false
9,8,"• La Palmyre: Explore the La Palmyre Zoo home to a wide variety of animals.",11.95,7.38,398.72,75,90.00,276.60,488.72,283.98,false,false
9,9,"• Cap d'Agde: Have fun at Luna Park an amusement park with rides and games.",11.95,7.38,411.55,75,90.00,301.68,501.55,309.06,false,false
9,10,"• Toulouse: Visit the Cité de l'Espace a space-themed science museum with interactive",11.95,7.38,446.89,85,90.00,326.76,536.89,334.14,false,false
9,11,"exhibits.",12.00,7.38,44.41,9,108.00,343.86,152.41,351.24,false,false
9,12,"Outdoor Adventures",12.00,7.39,109.42,18,72.00,369.12,181.42,376.51,true,false
9,13,"• Verdon Gorge: Take a family hike or rent paddle boats to explore the stunning Verdon",11.95,7.38,449.29,86,90.00,394.08,539.29,401.46,false,false
9,14,"Gorge.",12.00,7.38,36.13,6,108.00,411.18,144.13,418.56,false,false
9,15,"• Camargue Natural Park: Explore wetlands with wild horses and flamingos and enjoy",11.95,7.38,443.30,82,90.00,436.32,533.30,443.70,false,false
9,16,"horseback riding bird watching and boat tours.",12.00,7.38,242.11,46,108.00,453.42,350.11,460.80,false,false
9,17,"• Various Locations: Try tree-top adventure parks with zip lines rope bridges and",11.95,7.38,419.95,81,90.00,478.50,509.95,485.88,false,false
9,18,"climbing challenges.",12.00,7.38,104.11,20,108.00,495.60,212.11,502.98,false,false
9,19,"• Gorges du Tarn: Go on a family-friendly hike and enjoy the scenic views.",11.95,7.38,381.31,74,90.00,520.68,471.31,528.06,false,false
9,20,"• Lake Annecy: Rent bikes and ride along the lake's picturesque bike paths.",11.95,7.38,386.96,75,90.00,545.76,476.96,553.14,false,false
9,21,"• Pyrenees: Take a cable car ride for stunning mountain views and easy hiking trails.",11.95,7.38,430.16,85,90.00,570.90,520.16,578.28,false,false
9,22,"• Dordogne: Explore the region's caves and prehistoric sites with guided tours suitable",11.95,7.38,441.91,87,90.00,595.98,531.91,603.36,false,false
9,23,"for children.",12.00,7.38,62.59,13,108.00,613.08,170.59,620.46,false,false
9,24,"Educational Experiences",12.00,7.39,129.76,23,72.00,638.28,201.76,645.67,true,false
9,25,"• Toulouse: Visit Cité de l'Espace for a space-themed science museum with interactive",11.95,7.38,442.09,85,90.00,663.30,532.09,670.68,false,false
9,26,"exhibits a planetarium and a replica of the Mir space station.",12.00,7.38,308.36,62,108.00,680.40,416.36,687.78,false,false
10,0,"• Monaco: Explore the Musée Océanographique and its marine exhibits including a",11.95,7.38,430.04,79,90.00,83.76,520.04,91.14,false,false
10,1,"shark lagoon and touch tanks.",12.00,7.38,152.89,29,108.00,100.86,260.89,108.24,false,false
10,2,"• Dordogne: See ancient cave paintings at prehistoric sites like Lascaux and Rouﬃgnac",11.95,7.38,446.29,85,90.00,125.94,536.29,133.32,false,false
10,3,"and visit museums dedicated to prehistoric life.",12.00,7.38,237.50,48,108.00,143.04,345.50,150.42,false,false
10,4,"• Montpellier: Discover the Planet Ocean World an aquarium and planetarium with",11.95,7.38,429.97,79,90.00,168.12,519.97,175.50,false,false
10,5,"interactive exhibits.",12.00,7.38,99.97,21,108.00,185.22,207.97,192.60,false,false
10,6,"• Carcassonne: Take a guided tour of the medieval citadel and learn about its history",11.95,7.38,433.76,85,90.00,210.36,523.76,217.74,false,false
10,7,"and architecture.",12.00,7.38,86.77,17,108.00,227.46,194.77,234.84,false,false
10,8,"• Nîmes: Visit the Roman amphitheater and learn about ancient Roman history.",11.95,7.38,408.79,76,90.00,252.54,498.79,259.92,false,false
10,9,"• Arles: Explore the Roman ruins and the Musée de l'Arles Antique which showcases",11.95,7.38,436.33,81,90.00,277.62,526.33,285.00,false,false
10,10,"artifacts from the city's past.",12.00,7.38,143.65,31,108.00,294.72,251.65,302.10,false,false
10,11,"",12.00,8.59,3.34,0,72.00,319.92,75.34,328.51,true,false
10,12,"",12.00,7.39,2.74,0,216.00,319.92,218.74,327.31,true,false
11,0,"Nightlife and Entertainment",12.00,7.39,147.76,27,72.00,83.88,219.76,91.27,true,false
11,1,"The South of France oﬀers a vibrant nightlife scene with options ranging from chic bars to lively nightclubs:",12.00,24.48,449.53,109,72.00,108.90,521.53,133.38,false,false
11,2,"Bars and Lounges",12.00,7.39,94.42,16,72.00,151.20,166.42,158.59,true,false
11,3,"• Monaco: Enjoy classic cocktails and live jazz at Le Bar Americain located in the Hôtel",11.96,7.38,445.46,88,90.00,176.22,535.46,183.60,false,false
11,4,"de Paris.",12.00,7.38,44.77,9,108.00,193.32,152.77,200.70,false,false
11,5,"• Nice: Try creative cocktails at Le Comptoir du Marché a trendy bar in the old town.",11.95,7.38,434.42,85,90.00,218.40,524.42,225.78,false,false
11,6,"• Cannes: Experience dining and entertainment at La Folie Douce with live music DJs",11.95,7.38,444.07,83,90.00,243.48,534.07,250.86,false,false
11,7,"and performances.",12.00,7.38,96.67,17,108.00,260.58,204.67,267.96,false,false
11,8,"• Marseille: Visit Le Trolleybus a popular bar with multiple rooms and music styles.",11.95,7.38,428.36,84,90.00,285.66,518.36,293.04,false,false
11,9,"• Saint-Tropez: Relax at Bar du Port known for its chic atmosphere and waterfront",11.95,7.38,423.86,81,90.00,310.80,513.86,318.18,false,false
11,10,"views.",12.00,7.38,33.85,6,108.00,327.90,141.85,335.28,false,false
11,11,"• Montpellier: Enjoy craft cocktails at Papa Doble a speakeasy-style bar.",11.95,7.38,371.59,73,90.00,352.98,461.59,360.36,false,false
11,12,"• Toulouse: Sip on cocktails at Fat Cat a stylish bar with a vintage vibe.",11.95,7.38,364.69,74,90.00,378.06,454.69,385.44,false,false
11,13,"Nightclubs",12.00,7.39,57.94,10,72.00,403.32,129.94,410.71,true,false
11,14,"• Saint-Tropez: Dance at the famous Les Caves du Roy known for its glamorous",11.95,7.38,409.75,76,90.00,428.28,499.75,435.66,false,false
11,15,"atmosphere and celebrity clientele.",12.00,7.38,178.45,35,108.00,445.38,286.45,452.76,false,false
11,16,"• Nice: Party at High Club on the Promenade des Anglais featuring multiple dance",11.95,7.38,423.31,80,90.00,470.52,513.31,477.90,false,false
11,17,"floors and top DJs.",12.00,7.38,94.51,19,108.00,487.56,202.51,494.94,false,false
11,18,"• Cannes: Enjoy the stylish setting and rooftop terrace at La Suite oﬀering stunning",11.95,7.38,425.71,84,90.00,512.70,515.71,520.08,false,false
11,19,"views of Cannes.",12.00,7.38,86.17,16,108.00,529.80,194.17,537.18,false,false
11,20,"• Marseille: Visit R2 Rooftop a popular nightclub with panoramic views of the city and",11.95,7.38,442.64,86,90.00,554.88,532.64,562.26,false,false
11,21,"the sea.",12.00,7.38,40.81,8,108.00,571.98,148.81,579.36,false,false
